SAMD01229262	GCF_055382065.1	RAL_AA1065AA
SAMD01229263	GCF_055381665.1	RAL_AA1064AA
SAMD01229264	GCF_055381255.1	
SAMD01900705		RAL_AA1985AA
SAMD01900706		RAL_AA1984AA
SAMEA10977830	GCF_919592095.1	RAL_AA1758AA
SAMEA10977831	GCF_024925465.1;GCF_919586305.1	RAL_AA0055AA
SAMEA118817294	GCA_965651225.1	
SAMEA118821850	GCA_965653545.1	
SAMEA118939735	GCA_966250315.1	
SAMEA2272112	GCF_000283475.1	
SAMEA2272127	GCF_000427195.1	
SAMEA2272283	GCF_000197855.1	
SAMEA2272760	GCF_000285815.1	
SAMEA3137588	GCF_000825925.1	
SAMEA3137589	GCF_000825905.1	
SAMEA3137590	GCF_000825885.1	
SAMEA3137591	GCF_000825865.1	
SAMEA3137592	GCF_000825785.1	
SAMEA3137593	GCF_000825805.1	
SAMEA3137594	GCF_000825825.1	
SAMEA3137596	GCF_000825845.1	
SAMEA3138192	GCF_000009125.1	
SAMEA3138396	GCF_000212635.3	
SAMEA3158502	GCF_001050995.1	
SAMEA3218683	GCF_001373255.1	
SAMEA3218684	GCF_001373275.1	
SAMEA3218685	GCF_001373295.1	
SAMEA3218686	GCF_001373315.1	
SAMEA3292285	GCF_001373335.1	
SAMEA6864015		RAL_AA0851AA
SAMEA6864016		RAL_AA0850AA
SAMEA6864017		RAL_AA0849AA
SAMEA6864018		RAL_AA0848AA
SAMEA6864019		RAL_AA0847AA
SAMEA6864020		RAL_AA0846AA
SAMEA6864021		RAL_AA0845AA
SAMEA6864022		RAL_AA0844AA
SAMEA6864023		RAL_AA0843AA
SAMEA6864024		RAL_AA0842AA
SAMEA6864025		RAL_AA0841AA
SAMEA6864026		RAL_AA0840AA
SAMEA6864027		RAL_AA0839AA
SAMEA6864028		RAL_AA0838AA
SAMEA6864029		RAL_AA0837AA
SAMEA6864030		RAL_AA0836AA
SAMEA6864031		RAL_AA0835AA
SAMEA6864032		RAL_AA0834AA
SAMEA6864033		RAL_AA0833AA
SAMEA6864034		RAL_AA0832AA
SAMEA6864035		RAL_AA0831AA
SAMEA6864036		RAL_AA0830AA
SAMEA6864037		RAL_AA0829AA
SAMEA6864038		RAL_AA0827AA
SAMEA6864039		RAL_AA0828AA
SAMN02152298	GCF_001855495.2	
SAMN02444146	GCF_000671335.1	
SAMN02469793	GCF_002155245.1;GCF_000331875.1	
SAMN02469797	GCF_000331895.1	
SAMN02470050	GCF_000430925.2	
SAMN02471768	GCF_000167955.1	
SAMN02472178	GCF_000223115.1	
SAMN02585053	GCF_000525615.2	
SAMN02602917	GCF_000671315.1	
SAMN02603298	GCF_000348545.1	
SAMN02603411	GCF_000215325.1	
SAMN02716068	GCF_001644805.2	RAL_AA0960AA
SAMN02821162	GCF_000710695.1	
SAMN02863150	GCF_000710135.2	
SAMN02999387	GCF_002930085.2	RAL_AA0981AA
SAMN03009919	GCF_000749995.1	
SAMN03009966	GCF_000750575.1	
SAMN03009990	GCF_000750585.1	
SAMN03197780	GCF_001065525.1	
SAMN03256333	GCF_001644795.1	RAL_AA0962AA
SAMN03256353	GCF_001644815.1	RAL_AA0963AA
SAMN03256358	GCF_001644855.1	
SAMN03256359	GCF_001644865.1	
SAMN03402637	GCF_001299555.1	
SAMN03765174	GCF_001645725.1	
SAMN03765658	GCA_001267515.1	
SAMN03837633	GCF_001891105.1	
SAMN04123295	GCF_001587135.1	
SAMN04123299	GCF_001587155.1	
SAMN04158631	GCF_001484095.1	
SAMN04216070	GCF_001696865.1	RAL_AA0979AA
SAMN04216071	GCF_001696855.1	RAL_AA0978AA
SAMN04216072	GCF_001696845.1	RAL_AA0977AA
SAMN04216073	GCF_001696875.1	RAL_AA0976AA
SAMN04537371	GCF_001663415.1	
SAMN04538211	GCF_001586135.1	
SAMN04539710	GCF_001708525.1	
SAMN05392572	GCF_001887535.1	
SAMN05437153	GCF_002220465.1	
SAMN05789166	GCF_001901665.1	
SAMN05879716	GCF_001870805.1	RAL_AA0974AA
SAMN05879717	GCF_001870825.1	RAL_AA0973AA
SAMN05879718	GCF_001876975.1	RAL_AA0972AA
SAMN05879719	GCF_001876985.1	RAL_AA0971AA
SAMN05879720	GCF_001854265.1	RAL_AA0970AA
SAMN05892025	GCA_001920885.2	
SAMN05892026	GCA_001920905.2	
SAMN05892027	GCA_001920895.2	
SAMN05942177		RAL_AA0966AA
SAMN06034710		RAL_AA0965AA
SAMN06189571	GCF_003337165.1	RAL_AA0929AA
SAMN06289803	GCF_002012345.1	
SAMN06560052	GCF_002029885.1	
SAMN06560053	GCF_002029895.1	
SAMN06560054	GCF_002029865.1	
SAMN06610220	GCF_002162015.1	
SAMN06697627	GCF_002251695.1	
SAMN06697628	GCF_002251605.2	
SAMN06697629	GCF_002251655.1	
SAMN07176573	GCF_002501565.1	
SAMN07187861	GCF_003595305.1	
SAMN07187863	GCF_003612975.2	
SAMN07189980	GCF_002549815.1	
SAMN07311587	GCF_003999715.1	
SAMN07430682	GCF_003515445.1	
SAMN07430683	GCF_003515425.1	
SAMN07430684	GCF_003515225.1	
SAMN07430685	GCF_003515405.1	
SAMN07430686	GCF_003515385.1	
SAMN07430687	GCF_003515205.1	
SAMN07430688	GCF_003515185.1	
SAMN07430689	GCF_003515625.1	
SAMN07430690	GCF_003515365.1	
SAMN07430691	GCF_003515345.1	
SAMN07430692	GCF_003515605.1	
SAMN07430693	GCF_003515585.1	
SAMN07430694	GCF_003515165.1	
SAMN07430695	GCF_003515325.1	
SAMN07430696	GCF_003515305.1	
SAMN07430697	GCF_003515565.1	
SAMN07430698	GCF_003515145.1	
SAMN07430699	GCF_003515545.1	
SAMN07430700	GCF_003515285.1	
SAMN07430701	GCF_003515525.1	
SAMN07430702	GCF_003515505.1	
SAMN07430703	GCF_003515265.1	
SAMN07430704	GCF_003515485.1	
SAMN07430705	GCF_003515465.1	
SAMN07430706	GCF_003515245.1	
SAMN07436295	GCF_003595325.1	
SAMN08043155	GCF_002894795.1	
SAMN08043183	GCF_002894765.1	
SAMN08043185	GCF_002894785.1	
SAMN08046731	GCF_002894775.1	
SAMN08048783	GCF_002894845.1	
SAMN08180272	GCF_002894285.1	
SAMN08196801	GCF_003576625.1	RAL_AA0927AA
SAMN08378579	GCF_008271875.1	
SAMN08378580	GCF_008271845.1	
SAMN08378581	GCF_008271855.1	
SAMN08378582	GCF_008271775.1	
SAMN08378625	GCF_003590585.2	
SAMN08380407	GCF_003590625.2	
SAMN08384893	GCF_003590605.1	
SAMN08407853	GCF_003576005.1	RAL_AA0928AA
SAMN09425310	GCF_003256425.1	
SAMN09425311	GCF_003256445.1	
SAMN09425312	GCF_003256405.1	
SAMN10351675	GCF_003725665.1	
SAMN10366522	GCF_003860745.1	
SAMN10366523	GCF_003860665.1	
SAMN10366524	GCF_003860765.1	
SAMN10366525	GCF_003860685.1	
SAMN10366526	GCF_003860705.1	
SAMN10366527	GCF_003860725.1	
SAMN11352627	GCF_006088755.1	
SAMN12500621	GCF_008000395.1	
SAMN13348487	GCF_014884725.1	
SAMN13348488	GCF_014884705.1	
SAMN13348489	GCF_014884685.1	
SAMN13503698	GCF_011420365.1	
SAMN13503699	GCF_012062585.1	
SAMN13503700	GCF_012062465.1	
SAMN13503701	GCF_012062655.1	
SAMN13503702	GCF_012062605.1	
SAMN13503703	GCF_012062595.1	
SAMN13503704	GCF_012062645.1	
SAMN13503705	GCF_012271525.1	
SAMN13503706	GCF_012271545.1	
SAMN13503707	GCF_012271495.1	
SAMN13503708	GCF_012062505.1	
SAMN13503709	GCF_012271485.1	
SAMN13503710	GCF_012271445.1	
SAMN13503711	GCF_012062495.1	
SAMN13503712	GCF_012271435.1	
SAMN13503713	GCF_012271415.1	
SAMN13503714	GCF_012271385.1	
SAMN13503715	GCF_012271355.1	
SAMN13503716	GCF_012271325.1	
SAMN13503717	GCF_012271305.1	
SAMN13503718	GCF_012062545.1	
SAMN13503719	GCF_012271315.1	
SAMN13503720	GCF_012062825.1	
SAMN13503721	GCF_012062785.1	
SAMN13503722	GCF_012062775.1	
SAMN13503723	GCF_012062765.1	
SAMN13503724	GCF_012062745.1	
SAMN13503725	GCF_012062685.1	
SAMN13503726	GCF_012062725.1	
SAMN13503727	GCF_012062695.1	
SAMN13518540	GCF_018243215.1	
SAMN13518656	GCF_018243235.1	
SAMN13633964	GCA_009832785.1	
SAMN13639769	GCA_009832805.1	
SAMN14207021	GCF_012562465.1	
SAMN14262744	GCF_011290425.1	
SAMN14262754	GCF_011290445.1	
SAMN14262755	GCF_011290465.1	
SAMN14262756	GCF_011290405.1	
SAMN14490830	GCF_023130835.1	
SAMN14490831	GCF_023130775.1	
SAMN14490832	GCF_023130815.1	
SAMN14490833	GCF_023130765.1	
SAMN14490835	GCF_023130755.1	
SAMN14490836	GCF_023130735.1	
SAMN14490837	GCF_023130685.1	
SAMN14490838	GCF_023130705.1	
SAMN14490839	GCF_023130655.1	
SAMN14523983	GCF_013306955.1	
SAMN14523984	GCF_013306935.1	
SAMN14523985	GCF_013306915.1	
SAMN14523986	GCF_013306875.1	
SAMN14523987	GCF_013306845.1	
SAMN14523988	GCF_013306825.1	
SAMN14523989	GCF_013306785.1	
SAMN14523990	GCF_013306805.1	
SAMN14523991	GCF_013306765.1	
SAMN14523992	GCF_013306745.1	
SAMN14523993	GCF_013306655.1	
SAMN14523994	GCF_013306575.1	
SAMN14523995	GCF_013306545.1	
SAMN14523996	GCF_013306515.1	
SAMN14523997	GCF_013306495.1	
SAMN14523998	GCF_013306455.1	
SAMN14523999	GCF_013306475.1	
SAMN14524000	GCF_013306435.1	
SAMN14524001	GCF_013306415.1	
SAMN14524002	GCF_013306375.1	
SAMN14524003	GCF_013306395.1	
SAMN14524004	GCF_013306355.1	
SAMN14524005	GCF_013306335.1	
SAMN14524006	GCF_013306315.1	
SAMN14524007	GCF_013306295.1	
SAMN14524008	GCF_013306275.1	
SAMN14524009	GCF_013306255.1	
SAMN14524010	GCF_013306235.1	
SAMN14524011	GCF_013306205.1	
SAMN14524012	GCF_013306155.1	
SAMN14524013	GCF_013306095.1	
SAMN14524015	GCF_013306015.1	
SAMN14683366	GCF_018733955.1	
SAMN15102643	GCF_013359535.1	
SAMN15235522	GCF_014490805.1	
SAMN15331471	GCF_013375715.1	
SAMN15331499	GCF_013375735.1	
SAMN15331500	GCF_013704765.1	
SAMN15371198	GCF_014210395.1	
SAMN15371199	GCF_014210375.1	
SAMN15371200	GCF_014210335.1	
SAMN15371201	GCF_014210345.1	
SAMN15623711	GCF_014041975.1	
SAMN15722379		RAL_AA0096AA
SAMN15722380		RAL_AA0093AA
SAMN15722381		RAL_AA0098AA
SAMN15722382		RAL_AA0097AA
SAMN15722383		RAL_AA0095AA
SAMN15722384		RAL_AA0094AA
SAMN15722385		RAL_AA0092AA
SAMN15722386		RAL_AA0091AA
SAMN15722387		RAL_AA0090AA
SAMN15722388		RAL_AA0089AA
SAMN16125433	GCF_015912375.1	RAL_AA0087AA
SAMN16125434	GCF_015912385.1	RAL_AA0086AA
SAMN16125435	GCF_015912335.1	RAL_AA0081AA
SAMN16125436	GCF_015912315.1	RAL_AA0080AA
SAMN16125437	GCF_015912355.1	RAL_AA0077AA
SAMN16125438	GCF_015912285.1	RAL_AA0073AA
SAMN16125439	GCF_015912275.1	RAL_AA0072AA
SAMN16125440	GCF_015912245.1	RAL_AA0071AA
SAMN16125441	GCF_015912235.1	RAL_AA0861AA
SAMN16125442	GCF_015912205.1	RAL_AA0068AA
SAMN16125443	GCF_015912175.1	RAL_AA0085AA
SAMN16125444	GCF_015912195.1	RAL_AA0084AA
SAMN16125445	GCF_015912145.1	RAL_AA0083AA
SAMN16125446	GCF_015912135.1	RAL_AA0920AA
SAMN16125447	GCF_015912085.1	RAL_AA0919AA
SAMN16125448	GCF_015912105.1	RAL_AA0918AA
SAMN16125449	GCF_015912065.1	RAL_AA0917AA
SAMN16125450	GCF_015912055.1	RAL_AA0082AA
SAMN16125451	GCF_015912035.1	RAL_AA0916AA
SAMN16125452	GCF_015912005.1	RAL_AA0915AA
SAMN16125453	GCF_015911985.1	RAL_AA0914AA
SAMN16125454	GCF_015911975.1	RAL_AA0913AA
SAMN16125455	GCF_015911945.1	RAL_AA0912AA
SAMN16125456	GCF_015911935.1	RAL_AA0911AA
SAMN16125457	GCF_015911895.1	RAL_AA0910AA
SAMN16125458	GCF_015911875.1	RAL_AA0909AA
SAMN16125459	GCF_015911905.1	RAL_AA0908AA
SAMN16125460	GCF_015911835.1	RAL_AA0907AA
SAMN16125461	GCF_015911845.1	RAL_AA0906AA
SAMN16125462	GCF_015911795.1	RAL_AA0905AA
SAMN16125463	GCF_015911785.1	RAL_AA0904AA
SAMN16125464	GCF_015911775.1	RAL_AA0903AA
SAMN16125465	GCF_015911755.1	
SAMN16125466	GCF_015911725.1	RAL_AA0902AA
SAMN16125467	GCF_015911715.1	RAL_AA0901AA
SAMN16125468	GCF_015911685.1	RAL_AA0900AA
SAMN16125469	GCF_015911675.1	RAL_AA0899AA
SAMN16125470	GCF_015911645.1	
SAMN16125471	GCF_015911625.1	RAL_AA0898AA
SAMN16125472	GCF_015911615.1	RAL_AA0078AA
SAMN16125473	GCF_015911585.1	RAL_AA0897AA
SAMN16125474	GCF_015911555.1	RAL_AA0896AA
SAMN16125475	GCF_015911565.1	RAL_AA0895AA
SAMN16125476	GCF_015911515.1	RAL_AA0894AA
SAMN16125477	GCF_015911505.1	RAL_AA0076AA
SAMN16125478	GCF_015911495.1	RAL_AA0075AA
SAMN16125479	GCF_015911455.1	RAL_AA0893AA
SAMN16125480	GCF_015911465.1	RAL_AA0892AA
SAMN16125481	GCF_015911415.1	RAL_AA0891AA
SAMN16125482	GCF_015911375.1	RAL_AA0074AA
SAMN16125483	GCF_015911405.1	RAL_AA0890AA
SAMN16125484	GCF_015911395.1	RAL_AA0889AA
SAMN16125485	GCF_015911355.1	RAL_AA0888AA
SAMN16125486	GCF_015911305.1	RAL_AA0887AA
SAMN16125487	GCF_015911295.1	RAL_AA0886AA
SAMN16125488	GCF_015911255.1	RAL_AA0885AA
SAMN16125489	GCA_015911285.1	RAL_AA0884AA
SAMN16125490	GCF_015911275.1	RAL_AA0883AA
SAMN16125491	GCF_015911215.1	RAL_AA0882AA
SAMN16125492	GCF_015911195.1	RAL_AA0881AA
SAMN16125493	GCF_015911205.1	RAL_AA0880AA
SAMN16125494	GCF_015911165.1	RAL_AA0879AA
SAMN16125495	GCF_015911155.1	RAL_AA0878AA
SAMN16125496	GCF_015911115.1	RAL_AA0877AA
SAMN16125497	GCF_015911055.1	RAL_AA0876AA
SAMN16125498	GCF_015911095.1	RAL_AA0875AA
SAMN16125499	GCF_015911075.1	RAL_AA0874AA
SAMN16125500	GCF_015911025.1	RAL_AA0873AA
SAMN16125501	GCF_015911065.1	RAL_AA0872AA
SAMN16125502	GCF_015911015.1	RAL_AA0871AA
SAMN16125503	GCF_015910965.1	RAL_AA0870AA
SAMN16125504	GCF_015910975.1	RAL_AA0070AA
SAMN16125505	GCF_015910955.1	RAL_AA0069AA
SAMN16125506	GCF_015910925.1	RAL_AA0869AA
SAMN16125507	GCF_015910915.1	RAL_AA0868AA
SAMN16125508	GCF_015910875.1	RAL_AA0867AA
SAMN16125509	GCF_015910885.1	RAL_AA0866AA
SAMN16125510	GCF_015910855.1	RAL_AA0865AA
SAMN16125511	GCF_015910825.1	RAL_AA0864AA
SAMN16125512	GCF_015910795.1	RAL_AA0863AA
SAMN16125513	GCF_015910755.1	RAL_AA0862AA
SAMN16125514	GCF_015910785.1	RAL_AA0860AA
SAMN16125515	GCF_015910775.1	RAL_AA0859AA
SAMN16125516	GCF_015910735.1	
SAMN16125517	GCF_015910695.1	
SAMN16125518	GCF_015910645.1	
SAMN16125519	GCF_015910705.1	
SAMN16125520	GCF_015910655.1	
SAMN16125521	GCF_015910595.1	
SAMN16125522	GCF_015910635.1	
SAMN16125523	GCF_015910515.1	
SAMN16396878	GCF_015999365.1	
SAMN17266611	GCF_016743075.1	
SAMN17601211	GCF_023518395.1	
SAMN18316930	GCF_018540425.1	
SAMN19372447	GCF_018731965.1	
SAMN19546226	GCA_018861195.1	
SAMN20308689	GCF_019737115.1	
SAMN20349546	GCF_056815655.1	
SAMN21464294	GCF_028177635.1	
SAMN21464295	GCF_028177545.1	
SAMN21464296	GCF_028177505.1	
SAMN21464297	GCF_028177485.1	
SAMN21464298	GCF_028177365.1	
SAMN21464299	GCF_028177375.1	
SAMN21464300	GCF_028177325.1	
SAMN21464301	GCF_028177305.1	
SAMN21464302	GCF_028177285.1	
SAMN21464303	GCF_028177185.1	
SAMN21464305	GCF_028177135.1	
SAMN21464307	GCF_028177125.1	
SAMN21464309	GCF_028177115.1	
SAMN21464310	GCF_028177105.1	
SAMN21855734	GCF_049888615.1	
SAMN21855735	GCF_049888595.1	
SAMN21855736	GCF_049888575.1	
SAMN21855737	GCF_049888545.1	
SAMN21855738	GCF_049888535.1	
SAMN21855739	GCF_049888515.1	
SAMN21855740	GCF_049888495.1	
SAMN21855741	GCF_049888475.1	
SAMN21906699	GCF_026016705.1	
SAMN21906700	GCF_026016745.1	
SAMN21906701	GCF_026016725.1	
SAMN22170845	GCF_026016625.1	
SAMN22170846	GCF_026016645.1	
SAMN22367847	GCF_024460955.1	
SAMN22566571		RAL_AA0820AA
SAMN22566572		RAL_AA0819AA
SAMN22566573		RAL_AA0818AA
SAMN22566574		RAL_AA0817AA
SAMN22566575		RAL_AA0826AA
SAMN22566576		RAL_AA0825AA
SAMN22566577		RAL_AA0824AA
SAMN22566578		RAL_AA0823AA
SAMN22566579		RAL_AA0822AA
SAMN22566580		RAL_AA0821AA
SAMN22612246	GCF_023077635.1	RAL_AA0816AA
SAMN22612247	GCF_023077615.1	
SAMN22612248	GCF_023077585.1	RAL_AA0769AA
SAMN22612249	GCF_023077555.1	RAL_AA0758AA
SAMN22612250	GCF_023077575.1	
SAMN22612251	GCF_023077535.1	
SAMN22612252	GCF_023077515.1	
SAMN22612253	GCF_023077495.1	
SAMN22612254	GCF_023077475.1	RAL_AA0706AA
SAMN22612255	GCF_023077435.1	RAL_AA0696AA
SAMN22612256	GCF_023077445.1	
SAMN22612257	GCF_023077395.1	RAL_AA0066AA
SAMN22612258	GCF_023077375.1	RAL_AA0796AA
SAMN22612259	GCF_023077415.1	RAL_AA0785AA
SAMN22612260	GCF_023077355.1	RAL_AA0777AA
SAMN22612261	GCF_023077335.1	RAL_AA0773AA
SAMN22612262	GCF_023077315.1	RAL_AA0772AA
SAMN22612264	GCF_023077295.1	RAL_AA0771AA
SAMN22612265	GCF_023077255.1	RAL_AA0770AA
SAMN22612266	GCF_023077275.1	
SAMN22612267	GCF_023077235.1	RAL_AA0767AA
SAMN22612268	GCF_023077195.1	RAL_AA0766AA
SAMN22612269	GCF_021117135.1	
SAMN22612270	GCF_023077175.1	RAL_AA0764AA
SAMN22612271	GCF_023077155.1	RAL_AA0763AA
SAMN22612272	GCF_023077135.1	
SAMN22612273	GCF_023077215.1	
SAMN22612274	GCF_023077115.1	RAL_AA0760AA
SAMN22612275	GCF_023077095.1	
SAMN22612276	GCF_023077075.1	
SAMN22612277	GCF_023077055.1	RAL_AA0756AA
SAMN22612278	GCF_023077035.1	
SAMN22612279	GCF_023076975.1	RAL_AA0754AA
SAMN22612280	GCF_023077005.1	RAL_AA0753AA
SAMN22612281	GCF_023076945.1	
SAMN22612282	GCF_023076985.1	RAL_AA0751AA
SAMN22612283	GCF_023076935.1	RAL_AA0750AA
SAMN22612284	GCF_023076895.1	
SAMN22612285	GCF_023076905.1	RAL_AA0748AA
SAMN22612287	GCF_023076865.1	
SAMN22612288	GCF_023076855.1	
SAMN22612289	GCF_023076835.1	
SAMN22612290	GCF_023076805.1	
SAMN22612291	GCF_023076795.1	
SAMN22612292	GCF_023076755.1	
SAMN22612293	GCF_023076775.1	RAL_AA0739AA
SAMN22612294	GCF_023076735.1	
SAMN22612295	GCF_023076635.1	
SAMN22612296	GCF_023076695.1	
SAMN22612297	GCF_023076655.1	
SAMN22612298	GCF_023076705.1	RAL_AA0060AA
SAMN22612299	GCF_023076675.1	RAL_AA0733AA
SAMN22612300	GCF_023076615.1	RAL_AA0059AA
SAMN22612301	GCF_023076575.1	RAL_AA0732AA
SAMN22612302	GCF_023076545.1	RAL_AA0731AA
SAMN22612303	GCF_023076565.1	RAL_AA0730AA
SAMN22612304	GCF_023076535.1	RAL_AA0729AA
SAMN22612305	GCF_023076515.1	RAL_AA0728AA
SAMN22612306	GCF_023076435.1	RAL_AA0726AA
SAMN22612307	GCF_023076485.1	RAL_AA0725AA
SAMN22612308	GCF_023076455.1	RAL_AA0724AA
SAMN22612309	GCF_023076475.1	RAL_AA0723AA
SAMN22612310	GCF_023076375.1	
SAMN22612311	GCF_023076355.1	
SAMN22612312	GCF_023076335.1	
SAMN22612313	GCF_023076295.1	
SAMN22612314	GCF_023076395.1	
SAMN22612315	GCF_023076415.1	
SAMN22612316	GCF_023076315.1	
SAMN22612317	GCF_023076265.1	
SAMN22612318	GCF_023076255.1	RAL_AA0713AA
SAMN22612319	GCF_023076235.1	RAL_AA0712AA
SAMN22612320	GCF_023076195.1	RAL_AA0058AA
SAMN22612321	GCF_023076215.1	RAL_AA0711AA
SAMN22612322	GCF_023076155.1	RAL_AA0710AA
SAMN22612323	GCF_023076165.1	
SAMN22612324	GCF_023076075.1	RAL_AA0708AA
SAMN22612325	GCF_023076095.1	RAL_AA0707AA
SAMN22612326	GCF_023076105.1	RAL_AA0705AA
SAMN22612327	GCF_023076055.1	RAL_AA0704AA
SAMN22612328	GCF_023076035.1	RAL_AA0703AA
SAMN22612329	GCF_023076135.1	RAL_AA0702AA
